PersonenID,Alter,Geschlecht,Beruf,Haushaltstyp,Wohnviertel,Startzeit,Endzeit,Startort,Zielort,Zweck,Entfernung_km,Verkehrsmittel,Multimodal,start_lat,start_lon,ziel_lat,ziel_lon,Stadtteil Start,Stadtteil Ziel
191,77,männlich,Student*in,Wohngemeinschaft,Mühlburg,11:04,11:14,Hauptfriedhof,Hagsfeld,Heimweg,2.7,Auto,nein,49.009716,8.401216,49.0309,8.45886,Innenstadt-West,Hagsfeld
192,30,männlich,Arbeitslos,Paar ohne Kinder,Innenstadt,06:45,07:06,Grünwettersbach,Nordstadt,Sport,3.3,ÖPNV,nein,48.959057,8.466593,49.026566,8.386307,Grünwettersbach,Nordstadt
192,30,männlich,Arbeitslos,Paar ohne Kinder,Innenstadt,09:07,09:21,Nordstadt,Herrenstraße,Arbeit,5.2,zu Fuß,nein,49.026566,8.386307,49.008363,8.397772,Nordstadt,Innenstadt-West
192,30,männlich,Arbeitslos,Paar ohne Kinder,Innenstadt,11:12,11:55,Herrenstraße,Jakobus-Theater,Einkaufen,7.5,Fahrrad,nein,49.008363,8.397772,49.009716,8.401216,Innenstadt-West,Innenstadt-West
192,30,männlich,Arbeitslos,Paar ohne Kinder,Innenstadt,12:29,12:50,Jakobus-Theater,Landesbibliothek,Arztbesuch,2.8,ÖPNV,nein,49.009716,8.401216,49.009716,8.401216,Innenstadt-West,Innenstadt-West
192,30,männlich,Arbeitslos,Paar ohne Kinder,Innenstadt,13:50,14:13,Landesbibliothek,FH Karlsruhe,Begleitung,2.7,Auto,nein,49.009716,8.401216,53.653046,12.801859,Innenstadt-West,Hagsfeld
192,30,männlich,Arbeitslos,Paar ohne Kinder,Innenstadt,15:24,15:53,FH Karlsruhe,St. Stephan Kirche,Freizeit,6.4,zu Fuß,nein,53.653046,12.801859,48.488274,10.892863,Hagsfeld,Stupferich
192,30,männlich,Arbeitslos,Paar ohne Kinder,Innenstadt,18:02,18:27,St. Stephan Kirche,Grünwettersbach,Heimweg,6.3,ÖPNV,nein,48.488274,10.892863,48.959057,8.466593,Stupferich,Grünwettersbach
193,68,männlich,Angestellt,Wohngemeinschaft,Knielingen,06:35,06:58,Oststadt,Jakobus-Theater,Arbeit,2.7,Fahrrad,nein,49.01102,8.425555,49.009716,8.401216,Oststadt,Innenstadt-West
193,68,männlich,Angestellt,Wohngemeinschaft,Knielingen,08:10,08:33,Jakobus-Theater,Blumenstraße,Schule/Uni,3.1,E-Scooter,nein,49.009716,8.401216,49.007734,8.397722,Innenstadt-West,Innenstadt-West
193,68,männlich,Angestellt,Wohngemeinschaft,Knielingen,10:50,11:27,Blumenstraße,Beiertheim-Bulach,Begleitung,6.6,ÖPNV,nein,49.007734,8.397722,48.99383,8.388617,Innenstadt-West,Beiertheim-Bulach
193,68,männlich,Angestellt,Wohngemeinschaft,Knielingen,12:32,13:07,Beiertheim-Bulach,Neureuter Hauptstraße,Begleitung,5.8,multimodal,ja,48.99383,8.388617,49.049897,8.374259,Beiertheim-Bulach,Neureut
193,68,männlich,Angestellt,Wohngemeinschaft,Knielingen,13:42,14:26,Neureuter Hauptstraße,Nordweststadt,Begleitung,3.9,multimodal,ja,49.049897,8.374259,49.03054,8.370298,Neureut,Nordweststadt
193,68,männlich,Angestellt,Wohngemeinschaft,Knielingen,19:02,19:35,Nordweststadt,Rüppurr,Freizeit,5.4,ÖPNV,nein,49.03054,8.370298,48.97479,8.404967,Nordweststadt,Rüppurr
193,68,männlich,Angestellt,Wohngemeinschaft,Knielingen,21:28,21:39,Rüppurr,Oststadt,Heimweg,3.6,E-Scooter,nein,48.97479,8.404967,49.01102,8.425555,Rüppurr,Oststadt
194,49,weiblich,Rentner*in,alleinlebend,Neureut,06:16,06:47,Bismarckstraße,Kreativpark Alter Schlachthof,Schule/Uni,3.7,ÖPNV,nein,49.012967,8.393,49.005437,8.430296,Innenstadt-West,Oststadt
194,49,weiblich,Rentner*in,alleinlebend,Neureut,07:01,07:25,Kreativpark Alter Schlachthof,Städtisches Klinikum,Einkaufen,6.7,Fahrrad,nein,49.005437,8.430296,49.009716,8.401216,Oststadt,Innenstadt-West
194,49,weiblich,Rentner*in,alleinlebend,Neureut,08:38,09:19,Städtisches Klinikum,Bismarckstraße,Heimweg,5.9,Auto,nein,49.009716,8.401216,49.012967,8.393,Innenstadt-West,Innenstadt-West
195,56,weiblich,Angestellt,Familie mit Kindern,Durlach,06:19,06:40,Schloss Gottesaue,Blumenstraße,Sport,4.1,zu Fuß,nein,49.003795,8.426761,49.007734,8.397722,Oststadt,Innenstadt-West
195,56,weiblich,Angestellt,Familie mit Kindern,Durlach,09:23,10:05,Blumenstraße,Ständehaus,Freizeit,5.9,Fahrrad,nein,49.007734,8.397722,49.009716,8.401216,Innenstadt-West,Innenstadt-West
195,56,weiblich,Angestellt,Familie mit Kindern,Durlach,12:29,12:42,Ständehaus,Schloss Gottesaue,Heimweg,4.6,multimodal,ja,49.009716,8.401216,49.003795,8.426761,Innenstadt-West,Oststadt
196,66,männlich,Student*in,Wohngemeinschaft,Grünwinkel,06:34,07:02,Tierpark Oberwald,Neureuter Hauptstraße,Schule/Uni,3.3,ÖPNV,nein,49.009716,8.401216,49.049897,8.374259,Innenstadt-West,Neureut
196,66,männlich,Student*in,Wohngemeinschaft,Grünwinkel,07:25,07:54,Neureuter Hauptstraße,Kleine Kirche,Erholung,3.3,Auto,nein,49.049897,8.374259,51.80136,12.40483,Neureut,Grötzingen
196,66,männlich,Student*in,Wohngemeinschaft,Grünwinkel,10:32,10:57,Kleine Kirche,Südweststadt,Arbeit,5.6,Auto,nein,51.80136,12.40483,49.000095,8.384074,Grötzingen,Südweststadt
196,66,männlich,Student*in,Wohngemeinschaft,Grünwinkel,11:37,12:18,Südweststadt,Tierpark Oberwald,Heimweg,5.4,Auto,nein,49.000095,8.384074,49.009716,8.401216,Südweststadt,Innenstadt-West
197,69,weiblich,Rentner*in,Paar ohne Kinder,Grünwinkel,06:21,06:31,Grünwinkel,Sandkorn Theater,Sport,4.4,multimodal,ja,49.002502,8.354849,49.009716,8.401216,Grünwinkel,Innenstadt-West
197,69,weiblich,Rentner*in,Paar ohne Kinder,Grünwinkel,10:34,11:17,Sandkorn Theater,Kammertheater Karlsruhe,Freizeit,6.8,multimodal,ja,49.009716,8.401216,53.653046,12.801859,Innenstadt-West,Hagsfeld
197,69,weiblich,Rentner*in,Paar ohne Kinder,Grünwinkel,19:06,19:30,Kammertheater Karlsruhe,Rüppurr,Erholung,7.1,Fahrrad,nein,53.653046,12.801859,48.97479,8.404967,Hagsfeld,Rüppurr
197,69,weiblich,Rentner*in,Paar ohne Kinder,Grünwinkel,20:39,21:16,Rüppurr,Marotte Figurentheater,Freizeit,5.0,ÖPNV,nein,48.97479,8.404967,49.009716,8.401216,Rüppurr,Innenstadt-West
197,69,weiblich,Rentner*in,Paar ohne Kinder,Grünwinkel,22:10,22:35,Marotte Figurentheater,Hagsfeld,Begleitung,3.4,zu Fuß,nein,49.009716,8.401216,49.0309,8.45886,Innenstadt-West,Hagsfeld
197,69,weiblich,Rentner*in,Paar ohne Kinder,Grünwinkel,23:23,23:58,Hagsfeld,Grünwinkel,Heimweg,7.6,Fahrrad,nein,49.0309,8.45886,49.002502,8.354849,Hagsfeld,Grünwinkel
198,78,weiblich,Arbeitslos,alleinlebend,Grünwinkel,06:12,06:41,St. Michael Kirche,Oststadt,Arbeit,4.2,ÖPNV,nein,52.131589,11.639961,49.01102,8.425555,Hagsfeld,Oststadt
198,78,weiblich,Arbeitslos,alleinlebend,Grünwinkel,07:54,08:26,Oststadt,Wildparkstadion,Sport,4.7,zu Fuß,nein,49.01102,8.425555,49.009716,8.401216,Oststadt,Innenstadt-West
198,78,weiblich,Arbeitslos,alleinlebend,Grünwinkel,13:17,13:36,Wildparkstadion,Neureuter Hauptstraße,Arztbesuch,5.2,Auto,nein,49.009716,8.401216,49.049897,8.374259,Innenstadt-West,Neureut
198,78,weiblich,Arbeitslos,alleinlebend,Grünwinkel,14:51,15:15,Neureuter Hauptstraße,KIT Campus Süd,Erholung,6.6,ÖPNV,nein,49.049897,8.374259,49.009716,8.401216,Neureut,Innenstadt-West
198,78,weiblich,Arbeitslos,alleinlebend,Grünwinkel,16:10,16:54,KIT Campus Süd,Rintheim,Arztbesuch,4.0,multimodal,ja,49.009716,8.401216,49.018017,8.440732,Innenstadt-West,Rintheim
198,78,weiblich,Arbeitslos,alleinlebend,Grünwinkel,17:07,17:39,Rintheim,Citypark,Erholung,3.2,multimodal,ja,49.018017,8.440732,49.009716,8.401216,Rintheim,Innenstadt-West
198,78,weiblich,Arbeitslos,alleinlebend,Grünwinkel,18:39,18:51,Citypark,St. Michael Kirche,Heimweg,5.9,Fahrrad,nein,49.009716,8.401216,52.131589,11.639961,Innenstadt-West,Hagsfeld
199,49,männlich,Schüler*in,Paar ohne Kinder,Mühlburg,06:33,06:51,Badisches Staatstheater,Rüppurrer Straße,Sport,6.4,E-Scooter,nein,49.009716,8.401216,48.999828,8.410641,Innenstadt-West,Südstadt
199,49,männlich,Schüler*in,Paar ohne Kinder,Mühlburg,09:27,10:01,Rüppurrer Straße,Hagsfeld,Einkaufen,3.7,Auto,nein,48.999828,8.410641,49.0309,8.45886,Südstadt,Hagsfeld
199,49,männlich,Schüler*in,Paar ohne Kinder,Mühlburg,11:15,11:25,Hagsfeld,Fasanengarten,Erholung,6.8,zu Fuß,nein,49.0309,8.45886,49.013324,8.421609,Hagsfeld,Oststadt
199,49,männlich,Schüler*in,Paar ohne Kinder,Mühlburg,15:51,16:28,Fasanengarten,Oststadt,Begleitung,4.1,zu Fuß,nein,49.013324,8.421609,49.01102,8.425555,Oststadt,Oststadt
199,49,männlich,Schüler*in,Paar ohne Kinder,Mühlburg,17:16,17:35,Oststadt,Grötzingen,Begleitung,7.8,Auto,nein,49.01102,8.425555,49.00721,8.496097,Oststadt,Grötzingen
199,49,männlich,Schüler*in,Paar ohne Kinder,Mühlburg,19:06,19:31,Grötzingen,Badisches Staatstheater,Heimweg,4.1,multimodal,ja,49.00721,8.496097,49.009716,8.401216,Grötzingen,Innenstadt-West
200,21,weiblich,Arbeitslos,alleinlebend,Knielingen,05:59,06:16,Stupferich,Alter Schlachthof,Arbeit,7.7,ÖPNV,nein,48.95415,8.508443,49.005437,8.430296,Stupferich,Oststadt
200,21,weiblich,Arbeitslos,alleinlebend,Knielingen,08:07,08:44,Alter Schlachthof,Kreativpark Alter Schlachthof,Einkaufen,4.9,Auto,nein,49.005437,8.430296,49.005437,8.430296,Oststadt,Oststadt
200,21,weiblich,Arbeitslos,alleinlebend,Knielingen,14:26,14:50,Kreativpark Alter Schlachthof,Naturkundemuseum Karlsruhe,Sport,4.0,zu Fuß,nein,49.005437,8.430296,53.653046,12.801859,Oststadt,Hagsfeld
200,21,weiblich,Arbeitslos,alleinlebend,Knielingen,21:42,21:55,Naturkundemuseum Karlsruhe,Stupferich,Heimweg,3.8,ÖPNV,nein,53.653046,12.801859,48.95415,8.508443,Hagsfeld,Stupferich
201,47,divers,Angestellt,Wohngemeinschaft,Mühlburg,06:11,06:34,Durlach Zentrum,Majolika Manufaktur,Begleitung,3.0,E-Scooter,nein,48.99915,8.471758,49.009716,8.401216,Durlach,Innenstadt-West
201,47,divers,Angestellt,Wohngemeinschaft,Mühlburg,06:59,07:40,Majolika Manufaktur,Schloss Karlsruhe,Begleitung,2.2,Auto,nein,49.009716,8.401216,53.653046,12.801859,Innenstadt-West,Hagsfeld
201,47,divers,Angestellt,Wohngemeinschaft,Mühlburg,09:22,10:07,Schloss Karlsruhe,KIT Campus Süd,Erholung,6.6,multimodal,ja,53.653046,12.801859,49.009716,8.401216,Hagsfeld,Innenstadt-West
201,47,divers,Angestellt,Wohngemeinschaft,Mühlburg,11:49,12:32,KIT Campus Süd,Stadthalle Karlsruhe,Begleitung,3.3,Fahrrad,nein,49.009716,8.401216,53.653046,12.801859,Innenstadt-West,Hagsfeld
201,47,divers,Angestellt,Wohngemeinschaft,Mühlburg,14:02,14:18,Stadthalle Karlsruhe,Durlach Zentrum,Heimweg,5.7,Fahrrad,nein,53.653046,12.801859,48.99915,8.471758,Hagsfeld,Durlach
202,54,männlich,Schüler*in,Paar ohne Kinder,Mühlburg,06:30,06:52,Rheinpark,FH Karlsruhe,Freizeit,5.8,Fahrrad,nein,49.009716,8.401216,53.653046,12.801859,Innenstadt-West,Hagsfeld
202,54,männlich,Schüler*in,Paar ohne Kinder,Mühlburg,07:57,08:42,FH Karlsruhe,Siemensallee,Erholung,3.5,zu Fuß,nein,53.653046,12.801859,49.024334,8.355937,Hagsfeld,Mühlburg
202,54,männlich,Schüler*in,Paar ohne Kinder,Mühlburg,11:36,12:13,Siemensallee,Oberreut,Sport,5.7,E-Scooter,nein,49.024334,8.355937,48.98578,8.361476,Mühlburg,Oberreut
202,54,männlich,Schüler*in,Paar ohne Kinder,Mühlburg,13:13,13:24,Oberreut,Rheinhafen,Begleitung,4.8,multimodal,ja,48.98578,8.361476,49.009716,8.401216,Oberreut,Innenstadt-West
202,54,männlich,Schüler*in,Paar ohne Kinder,Mühlburg,15:40,15:53,Rheinhafen,Kaiserallee,Arztbesuch,5.1,multimodal,ja,49.009716,8.401216,49.010768,8.376122,Innenstadt-West,Weststadt
202,54,männlich,Schüler*in,Paar ohne Kinder,Mühlburg,23:16,23:30,Kaiserallee,Kanalweg,Sport,5.0,E-Scooter,nein,49.010768,8.376122,49.030372,8.392712,Weststadt,Nordstadt
202,54,männlich,Schüler*in,Paar ohne Kinder,Mühlburg,01:26,01:53,Kanalweg,Bundesverfassungsgericht,Arbeit,5.5,Fahrrad,nein,49.030372,8.392712,49.009716,8.401216,Nordstadt,Innenstadt-West
202,54,männlich,Schüler*in,Paar ohne Kinder,Mühlburg,07:27,07:37,Bundesverfassungsgericht,Rheinpark,Heimweg,5.9,E-Scooter,nein,49.009716,8.401216,49.009716,8.401216,Innenstadt-West,Innenstadt-West
203,40,männlich,Rentner*in,Familie mit Kindern,Oststadt,06:00,06:28,Kaiserstraße,Sophienstraße,Begleitung,6.0,Fahrrad,nein,49.009621,8.403275,49.008096,8.377471,Innenstadt-West,Weststadt
203,40,männlich,Rentner*in,Familie mit Kindern,Oststadt,11:43,12:08,Sophienstraße,Badische Landesbibliothek,Einkaufen,5.8,Auto,nein,49.008096,8.377471,49.009716,8.401216,Weststadt,Innenstadt-West
203,40,männlich,Rentner*in,Familie mit Kindern,Oststadt,20:41,21:14,Badische Landesbibliothek,Rüppurrer Straße,Begleitung,6.2,multimodal,ja,49.009716,8.401216,48.999828,8.410641,Innenstadt-West,Südstadt
203,40,männlich,Rentner*in,Familie mit Kindern,Oststadt,22:24,22:52,Rüppurrer Straße,Grötzingen,Arbeit,6.7,ÖPNV,nein,48.999828,8.410641,49.00721,8.496097,Südstadt,Grötzingen
203,40,männlich,Rentner*in,Familie mit Kindern,Oststadt,23:59,00:20,Grötzingen,Hagsfeld,Einkaufen,4.8,multimodal,ja,49.00721,8.496097,49.0309,8.45886,Grötzingen,Hagsfeld
203,40,männlich,Rentner*in,Familie mit Kindern,Oststadt,00:30,00:56,Hagsfeld,Schloss Gottesaue,Schule/Uni,5.0,ÖPNV,nein,49.0309,8.45886,49.003795,8.426761,Hagsfeld,Oststadt
203,40,männlich,Rentner*in,Familie mit Kindern,Oststadt,08:42,09:17,Schloss Gottesaue,Schloss Karlsruhe,Schule/Uni,4.7,multimodal,ja,49.003795,8.426761,53.653046,12.801859,Oststadt,Hagsfeld
203,40,männlich,Rentner*in,Familie mit Kindern,Oststadt,11:14,11:54,Schloss Karlsruhe,Rüppurr,Freizeit,6.2,zu Fuß,nein,53.653046,12.801859,48.97479,8.404967,Hagsfeld,Rüppurr
203,40,männlich,Rentner*in,Familie mit Kindern,Oststadt,12:55,13:17,Rüppurr,Kaiserstraße,Heimweg,6.0,E-Scooter,nein,48.97479,8.404967,49.009621,8.403275,Rüppurr,Innenstadt-West
204,56,weiblich,Arbeitslos,Familie mit Kindern,Innenstadt,06:47,07:09,Staatliche Kunsthalle Karlsruhe,Alter Schlachthof,Einkaufen,6.5,zu Fuß,nein,53.653046,12.801859,49.005437,8.430296,Hagsfeld,Oststadt
204,56,weiblich,Arbeitslos,Familie mit Kindern,Innenstadt,07:48,08:23,Alter Schlachthof,St. Bernhard Kirche,Freizeit,3.2,multimodal,ja,49.005437,8.430296,50.459858,10.596841,Oststadt,Grötzingen
204,56,weiblich,Arbeitslos,Familie mit Kindern,Innenstadt,09:39,09:55,St. Bernhard Kirche,Hauptfriedhof,Arbeit,6.7,Auto,nein,50.459858,10.596841,49.009716,8.401216,Grötzingen,Innenstadt-West
204,56,weiblich,Arbeitslos,Familie mit Kindern,Innenstadt,11:44,11:56,Hauptfriedhof,Sandkorn Theater,Einkaufen,5.0,ÖPNV,nein,49.009716,8.401216,49.009716,8.401216,Innenstadt-West,Innenstadt-West
204,56,weiblich,Arbeitslos,Familie mit Kindern,Innenstadt,13:27,13:37,Sandkorn Theater,Staatliche Kunsthalle Karlsruhe,Heimweg,3.9,Auto,nein,49.009716,8.401216,53.653046,12.801859,Innenstadt-West,Hagsfeld
205,62,weiblich,Arbeitslos,Familie mit Kindern,Durlach,06:26,06:46,Turmberg,Nordstadt,Arztbesuch,4.8,Fahrrad,nein,49.009716,8.401216,49.026566,8.386307,Innenstadt-West,Nordstadt
205,62,weiblich,Arbeitslos,Familie mit Kindern,Durlach,07:06,07:33,Nordstadt,Prinz-Max-Palais,Arbeit,3.3,Auto,nein,49.026566,8.386307,48.905725,11.179523,Nordstadt,Stupferich
205,62,weiblich,Arbeitslos,Familie mit Kindern,Durlach,08:04,08:40,Prinz-Max-Palais,Wolfartsweier,Schule/Uni,4.1,Auto,nein,48.905725,11.179523,48.97781,8.457915,Stupferich,Wolfartsweier
205,62,weiblich,Arbeitslos,Familie mit Kindern,Durlach,09:40,10:12,Wolfartsweier,Turmberg,Heimweg,6.6,multimodal,ja,48.97781,8.457915,49.009716,8.401216,Wolfartsweier,Innenstadt-West
206,32,männlich,Arbeitslos,Wohngemeinschaft,Durlach,05:39,06:10,Schloss Gottesaue,Weststadt,Einkaufen,3.7,Auto,nein,49.003795,8.426761,49.010677,8.379251,Oststadt,Weststadt
206,32,männlich,Arbeitslos,Wohngemeinschaft,Durlach,07:03,07:46,Weststadt,Kaiserstraße,Freizeit,6.7,multimodal,ja,49.010677,8.379251,49.009621,8.403275,Weststadt,Innenstadt-West
206,32,männlich,Arbeitslos,Wohngemeinschaft,Durlach,10:02,10:31,Kaiserstraße,Rüppurrer Straße,Einkaufen,6.4,ÖPNV,nein,49.009621,8.403275,48.999828,8.410641,Innenstadt-West,Südstadt
206,32,männlich,Arbeitslos,Wohngemeinschaft,Durlach,10:52,11:18,Rüppurrer Straße,Waldstraße,Arbeit,3.8,Fahrrad,nein,48.999828,8.410641,49.009111,8.395992,Südstadt,Innenstadt-West
206,32,männlich,Arbeitslos,Wohngemeinschaft,Durlach,12:38,12:57,Waldstraße,Neureuter Hauptstraße,Arztbesuch,4.1,Auto,nein,49.009111,8.395992,49.049897,8.374259,Innenstadt-West,Neureut
206,32,männlich,Arbeitslos,Wohngemeinschaft,Durlach,14:54,15:21,Neureuter Hauptstraße,Schloss Gottesaue,Heimweg,6.6,Fahrrad,nein,49.049897,8.374259,49.003795,8.426761,Neureut,Oststadt
207,60,weiblich,Student*in,Wohngemeinschaft,Südweststadt,06:47,07:18,Mühlburg,Hofgarten,Schule/Uni,4.9,zu Fuß,nein,49.012547,8.363908,49.009716,8.401216,Mühlburg,Innenstadt-West
207,60,weiblich,Student*in,Wohngemeinschaft,Südweststadt,10:00,10:44,Hofgarten,Nordstadt,Schule/Uni,5.3,zu Fuß,nein,49.009716,8.401216,49.026566,8.386307,Innenstadt-West,Nordstadt
207,60,weiblich,Student*in,Wohngemeinschaft,Südweststadt,11:48,12:31,Nordstadt,Jakobus-Theater,Schule/Uni,6.5,ÖPNV,nein,49.026566,8.386307,49.009716,8.401216,Nordstadt,Innenstadt-West
207,60,weiblich,Student*in,Wohngemeinschaft,Südweststadt,17:15,17:26,Jakobus-Theater,Schlossgarten,Arztbesuch,3.6,Fahrrad,nein,49.009716,8.401216,48.963669,8.614669,Innenstadt-West,Stupferich
207,60,weiblich,Student*in,Wohngemeinschaft,Südweststadt,19:37,20:09,Schlossgarten,Mühlburg,Heimweg,7.2,ÖPNV,nein,48.963669,8.614669,49.012547,8.363908,Stupferich,Mühlburg
208,46,weiblich,Student*in,Familie mit Kindern,Grünwinkel,05:56,06:20,St. Konrad Kirche,Grötzingen,Einkaufen,4.8,multimodal,ja,52.131589,11.639961,49.00721,8.496097,Hagsfeld,Grötzingen
208,46,weiblich,Student*in,Familie mit Kindern,Grünwinkel,11:30,11:41,Grötzingen,Fasanengarten,Arbeit,4.8,multimodal,ja,49.00721,8.496097,49.013324,8.421609,Grötzingen,Oststadt
208,46,weiblich,Student*in,Familie mit Kindern,Grünwinkel,13:28,14:08,Fasanengarten,Kriegsstraße,Freizeit,3.3,ÖPNV,nein,49.013324,8.421609,49.004556,8.419383,Oststadt,Oststadt
208,46,weiblich,Student*in,Familie mit Kindern,Grünwinkel,15:11,15:21,Kriegsstraße,St. Konrad Kirche,Heimweg,5.1,E-Scooter,nein,49.004556,8.419383,52.131589,11.639961,Oststadt,Hagsfeld
209,53,weiblich,Student*in,Wohngemeinschaft,Knielingen,06:52,07:02,Weiherfeld-Dammerstock,Marotte Figurentheater,Freizeit,3.5,Auto,nein,48.98451,8.399765,49.009716,8.401216,Weiherfeld-Dammerstock,Innenstadt-West
209,53,weiblich,Student*in,Wohngemeinschaft,Knielingen,07:15,07:36,Marotte Figurentheater,Kanalweg,Sport,7.0,zu Fuß,nein,49.009716,8.401216,49.030372,8.392712,Innenstadt-West,Nordstadt
209,53,weiblich,Student*in,Wohngemeinschaft,Knielingen,08:37,09:22,Kanalweg,Südstadt,Begleitung,6.5,multimodal,ja,49.030372,8.392712,49.00089,8.410593,Nordstadt,Südstadt
209,53,weiblich,Student*in,Wohngemeinschaft,Knielingen,09:50,10:17,Südstadt,Schlossgarten,Sport,4.9,Fahrrad,nein,49.00089,8.410593,48.963669,8.614669,Südstadt,Stupferich
209,53,weiblich,Student*in,Wohngemeinschaft,Knielingen,11:20,11:33,Schlossgarten,Bundesverfassungsgericht,Freizeit,6.2,multimodal,ja,48.963669,8.614669,49.009716,8.401216,Stupferich,Innenstadt-West
209,53,weiblich,Student*in,Wohngemeinschaft,Knielingen,18:53,19:07,Bundesverfassungsgericht,Kaiserallee,Erholung,6.7,multimodal,ja,49.009716,8.401216,49.010768,8.376122,Innenstadt-West,Weststadt
209,53,weiblich,Student*in,Wohngemeinschaft,Knielingen,20:07,20:27,Kaiserallee,Tierpark Oberwald,Sport,2.9,Fahrrad,nein,49.010768,8.376122,49.009716,8.401216,Weststadt,Innenstadt-West
209,53,weiblich,Student*in,Wohngemeinschaft,Knielingen,03:37,04:10,Tierpark Oberwald,Weiherfeld-Dammerstock,Heimweg,4.7,E-Scooter,nein,49.009716,8.401216,48.98451,8.399765,Innenstadt-West,Weiherfeld-Dammerstock
210,30,weiblich,Student*in,Familie mit Kindern,Knielingen,05:54,06:39,Rüppurrer Straße,Rheinhafen,Schule/Uni,4.7,ÖPNV,nein,48.999828,8.410641,49.009716,8.401216,Südstadt,Innenstadt-West
210,30,weiblich,Student*in,Familie mit Kindern,Knielingen,10:55,11:07,Rheinhafen,Ludwigsplatz,Arbeit,3.5,ÖPNV,nein,49.009716,8.401216,49.009118,8.396208,Innenstadt-West,Innenstadt-West
210,30,weiblich,Student*in,Familie mit Kindern,Knielingen,11:39,12:11,Ludwigsplatz,Neureut,Schule/Uni,6.4,ÖPNV,nein,49.009118,8.396208,49.046406,8.377001,Innenstadt-West,Neureut
210,30,weiblich,Student*in,Familie mit Kindern,Knielingen,12:33,12:51,Neureut,Marktplatz,Sport,5.0,multimodal,ja,49.046406,8.377001,48.999157,8.471262,Neureut,Durlach
210,30,weiblich,Student*in,Familie mit Kindern,Knielingen,13:42,14:01,Marktplatz,Ständehaus,Sport,6.7,zu Fuß,nein,48.999157,8.471262,49.009716,8.401216,Durlach,Innenstadt-West
210,30,weiblich,Student*in,Familie mit Kindern,Knielingen,23:01,23:29,Ständehaus,Haid-und-Neu-Straße,Arztbesuch,3.7,Auto,nein,49.009716,8.401216,49.016149,8.437277,Innenstadt-West,Rintheim
210,30,weiblich,Student*in,Familie mit Kindern,Knielingen,00:48,01:12,Haid-und-Neu-Straße,Rüppurrer Straße,Heimweg,6.2,Fahrrad,nein,49.016149,8.437277,48.999828,8.410641,Rintheim,Südstadt
211,49,weiblich,Arbeitslos,Paar ohne Kinder,Südweststadt,06:25,06:37,Evangelische Stadtkirche,Botanischer Garten,Schule/Uni,7.2,E-Scooter,nein,49.009716,8.401216,51.858168,11.571831,Innenstadt-West,Grötzingen
211,49,weiblich,Arbeitslos,Paar ohne Kinder,Südweststadt,08:07,08:48,Botanischer Garten,Kaiserallee,Arbeit,4.5,Fahrrad,nein,51.858168,11.571831,49.010768,8.376122,Grötzingen,Weststadt
211,49,weiblich,Arbeitslos,Paar ohne Kinder,Südweststadt,10:09,10:24,Kaiserallee,Sophienstraße,Arztbesuch,3.6,ÖPNV,nein,49.010768,8.376122,49.008096,8.377471,Weststadt,Weststadt
211,49,weiblich,Arbeitslos,Paar ohne Kinder,Südweststadt,11:00,11:14,Sophienstraße,Knielinger Allee,Erholung,2.9,ÖPNV,nein,49.008096,8.377471,49.016091,8.392488,Weststadt,Innenstadt-West
211,49,weiblich,Arbeitslos,Paar ohne Kinder,Südweststadt,11:42,12:21,Knielinger Allee,Rheinhafen,Begleitung,3.6,zu Fuß,nein,49.016091,8.392488,49.009716,8.401216,Innenstadt-West,Innenstadt-West
211,49,weiblich,Arbeitslos,Paar ohne Kinder,Südweststadt,12:46,13:03,Rheinhafen,Evangelische Stadtkirche,Heimweg,4.4,E-Scooter,nein,49.009716,8.401216,49.009716,8.401216,Innenstadt-West,Innenstadt-West
212,24,männlich,Angestellt,Wohngemeinschaft,Neureut,05:40,06:16,Rheinhafen,Sandkorn Theater,Arbeit,3.7,E-Scooter,nein,49.009716,8.401216,49.009716,8.401216,Innenstadt-West,Innenstadt-West
212,24,männlich,Angestellt,Wohngemeinschaft,Neureut,07:02,07:27,Sandkorn Theater,Botanischer Garten,Einkaufen,5.1,ÖPNV,nein,49.009716,8.401216,51.858168,11.571831,Innenstadt-West,Grötzingen
212,24,männlich,Angestellt,Wohngemeinschaft,Neureut,12:46,13:00,Botanischer Garten,Tierpark Oberwald,Arztbesuch,4.2,multimodal,ja,51.858168,11.571831,49.009716,8.401216,Grötzingen,Innenstadt-West
212,24,männlich,Angestellt,Wohngemeinschaft,Neureut,20:18,21:02,Tierpark Oberwald,Knielinger Allee,Einkaufen,7.2,Fahrrad,nein,49.009716,8.401216,49.016091,8.392488,Innenstadt-West,Innenstadt-West
212,24,männlich,Angestellt,Wohngemeinschaft,Neureut,21:38,22:13,Knielinger Allee,Grünwinkel,Sport,3.6,ÖPNV,nein,49.016091,8.392488,49.002502,8.354849,Innenstadt-West,Grünwinkel
212,24,männlich,Angestellt,Wohngemeinschaft,Neureut,23:38,00:19,Grünwinkel,St. Michael Kirche,Einkaufen,5.1,ÖPNV,nein,49.002502,8.354849,52.131589,11.639961,Grünwinkel,Hagsfeld
212,24,männlich,Angestellt,Wohngemeinschaft,Neureut,08:22,09:02,St. Michael Kirche,Blumenstraße,Schule/Uni,7.3,ÖPNV,nein,52.131589,11.639961,49.007734,8.397722,Hagsfeld,Innenstadt-West
